,contents,down_count,is_facebook,is_twitter,mobile_yn,modified_ymdt,object_id,registered_ymdt,ticket,up_count,writer_id,writer_ip,writer_nickname,writer_profile_type
358,"1회부터 지금까지 연재일마다 항상 똑같은 시간에  올라와 있는 글을 보면서 진짜 작가님 성실함의 박수를 보냅니다.
그리고 정말 글을 읽으면 장면이 눈 앞에 그려지는 것 같아서 읽는 즐거움이 배가 되네요.
일단 그리고 재밌습니다.!!!
작가님 앞으로도 재밌는 글 부탁드려요~",0,false,false,Y,2016-07-18T20:42:25.0+0900,novel-496503,2016-06-16T11:56:00.0+0900,novel02,12,sara****,1.239.xxx.165,회장,naver
359,재밌어요. 진짜.~~~~~ 꿀잼~~~~~,0,false,false,Y,2016-07-14T19:53:12.0+0900,novel-496503,2016-06-14T20:06:01.0+0900,novel02,13,onyo****,115.137.xxx.6,꾸왕,naver
360,"읽다보니 끝까지 정주행 했네요ㆍ
정말 오랜만에 제대로된 소설봤네요
작가님 앞으로도 잘부탁드려요",0,false,false,Y,2016-07-14T19:53:14.0+0900,novel-496503,2016-06-14T18:30:21.0+0900,novel02,13,kmar****,125.187.xxx.25,김재영,naver
361,한 번 읽으면 빠져나올 수 없는 흥미진진한 스토리! 드라마나 영화로 만들어도 손색이 없을 정도의 탄탄한 구성! 회가 거듭될 수록 점점 더 재미있어지네요~ 매일매일 연재해주셨으면 좋겠어요!,0,false,false,Y,2016-07-14T19:53:14.0+0900,novel-496503,2016-06-11T23:42:43.0+0900,novel02,13,drk2****,124.111.xxx.8,,naver
362,"항상읽어도질리지않는작품인것같아요!!
한번읽으면계속읽게되는작품이에요~다들한번쯤이라도읽어보시는걸추천드립니다^^
작가님항상잘되시길응원할께요~!",0,false,false,Y,2016-07-14T19:53:16.0+0900,novel-496503,2016-06-10T23:07:45.0+0900,novel02,13,gahy****,183.97.xxx.240,홍짜장,naver
363,素晴らしいことです。うらやましいです。早く今日の小?になりますようにお祈りします。いつもお疲れ?でした。,0,false,false,Y,2016-07-18T20:41:36.0+0900,novel-496503,2016-06-10T23:01:32.0+0900,novel02,17,rudi****,211.36.xxx.28,요시꼬,naver
364,"드라마화해도 될 정도로 소설에 몰입감이 있고, 눈 앞에 그려지듯 흥미롭게 전개되요
그리고 계속 다음편이 궁금해져요 ㅎㅎ 
누가 범인이지? 어떻게 밝혀질지 계속 궁금해지게 만드는 볼수록 매력있는 소설입니다ㅎㅎ
다음주 화요일도 기대하겠습니다 작가님 ^^
화이팅! ㅎㅎ",0,false,false,Y,2016-07-14T19:53:18.0+0900,novel-496503,2016-06-10T12:17:35.0+0900,novel02,14,eoe5****,59.11.xxx.189,후르츠링,naver
365,"핸드폰을 쥔 독자의 손에 땀이 쥐어진다는 것은 
노트북 위에 올려진 작가님의 손에서 더 많은 땀이 흘렀다는 증거입니다 

항상 감사드리며
앞으로도 좋은 전개 부탁드립니다",0,false,false,Y,2016-07-14T18:12:44.0+0900,novel-496503,2016-06-09T23:31:56.0+0900,novel02,12,taei****,1.239.xxx.165,태임,naver
366,"한번 보고 논평(review)하기엔 이릅니다.

처음부터 다시(re) 보세요(view).

보이지 않던 것이 보일 때까지...",0,false,false,Y,2016-07-14T19:53:20.0+0900,novel-496503,2016-06-09T22:42:53.0+0900,novel02,13,pass****,1.239.xxx.165,,naver
367,"미스터리 잘 안 읽었는데 유일하게 재밌게 읽고 있어요.
소재도 특이하고 아무튼 강추입니다.",0,false,false,Y,2016-07-14T19:53:21.0+0900,novel-496503,2016-06-09T19:02:41.0+0900,novel02,13,yhy0****,219.240.xxx.65,오징징,naver
368,"진심 오랜만에 정주행하는 소설입니다 
앞으로도 기대할께요",0,false,false,Y,2016-07-14T19:53:23.0+0900,novel-496503,2016-06-09T18:55:27.0+0900,novel02,13,lucr****,223.62.xxx.31,나는훗훗훗,naver
369,처음부터 흥미로운 전개로 바로 팬으로 만들어 버리는 매력이 있어요. 저는 재미있게 보고 있고 다른 분들도 한번 보시면 좋겠어요.^^,0,false,false,Y,2016-07-14T19:53:24.0+0900,novel-496503,2016-06-09T18:30:13.0+0900,novel02,13,lees****,218.52.xxx.78,미카엘,naver
370,"너무너무잼나요~
제발중간에연재중단하지마시고꼭끝까지연재해주세요",1,false,false,Y,2016-07-30T22:54:20.0+0900,novel-553795,2016-07-18T02:31:55.0+0900,novel02,2,rose****,175.223.xxx.251,임장미,naver
371,완전꿀잼이요^^. 뒤로갈수록 흥미진진하네요,1,false,false,Y,2016-07-30T22:54:23.0+0900,novel-553795,2016-07-14T16:39:05.0+0900,novel02,3,eun2****,61.102.xxx.243,,naver
372,너무 흥미진진하게 잘보구잇어요,0,false,false,Y,2016-07-12T01:36:42.0+0900,novel-539172,2016-07-12T01:36:42.0+0900,novel02,0,haam****,49.174.xxx.61,M13,naver
373,작가님~ 짱이에요^^,1,false,false,N,2016-07-24T21:37:40.0+0900,novel-545264,2016-07-12T10:46:19.0+0900,novel02,2,prin****,117.110.xxx.238,제비꽃,naver
374,진짜재밌어요!!앞으로도쭉쭉!!,2,false,false,Y,2016-07-24T21:37:39.0+0900,novel-545264,2016-07-05T16:32:33.0+0900,novel02,4,ahnh****,222.238.xxx.65,혜진,naver
375,비공 진짜 이상한 분들인듯,2,false,false,Y,2016-07-24T21:37:39.0+0900,novel-545264,2016-07-01T23:52:31.0+0900,novel02,6,clzl****,165.229.xxx.88,오르빗,naver
376,"누가 비공 다 누르고 가신거죠? 작가님, 베스트리그 축하드려요!!!",2,false,false,N,2016-07-24T21:37:37.0+0900,novel-545264,2016-06-30T22:29:35.0+0900,novel02,7,bbem****,121.166.xxx.129,육칠자까,naver
377,작가님 넘넘잼나용 빨리다음화 부탁드려요 ????,7,false,false,Y,2016-07-24T21:37:37.0+0900,novel-545264,2016-06-30T15:38:01.0+0900,novel02,7,gms0****,211.36.xxx.170,민주우,naver
378,"♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥
",7,false,false,Y,2016-07-24T21:37:36.0+0900,novel-545264,2016-06-30T09:04:37.0+0900,novel02,7,sun2****,1.251.xxx.193,,naver
379,"여러분, 들어올 땐 마음대로 지만 나갈 때는 아니랍니다^^나갈 때는 관작 하나가 비용입니닿ㅎㅎ",7,false,false,Y,2016-07-24T21:37:35.0+0900,novel-545264,2016-06-29T23:50:37.0+0900,novel02,8,bbem****,121.166.xxx.129,육칠자까,naver
380,작가님 너무재밋어요 바쁘더라도 얼릉 다음화부탁~~~^^,7,false,false,Y,2016-07-24T21:37:34.0+0900,novel-545264,2016-06-28T17:53:03.0+0900,novel02,6,rehg****,223.62.xxx.83,류미정,naver
381,"작가님, 대기 중인 독자1인입니다! 어서 다음화 올려주세요~~~",7,false,false,N,2016-07-24T21:37:33.0+0900,novel-545264,2016-06-28T08:53:43.0+0900,novel02,7,codj****,175.193.xxx.46,채언,naver
382,범인은 가까이 이작품이 영화로 나온다면 얼마나 좋을까요 ㅎㅎ 영화로 개봉된다면 저는 바로10만원을주더라도 제친구들과 함께 꼭 이작품을 보러 가겟습니다 더많은 연재 부탁드립니다,7,false,false,Y,2016-07-24T21:37:31.0+0900,novel-545264,2016-06-22T11:52:45.0+0900,novel02,6,miru****,49.165.xxx.37,,naver
383,분량 짱! 스토리 짱! 주인공들 완전 사랑♥11회밖에 연재 안하셨는데 주목받는 신작에 미스터리 분야 TOP5중에서 2위! 거기다 완전 스릴 넘침! 안 보면 완전 후회하셔서 땅을 치실걸요?,6,false,false,Y,2016-07-24T21:37:31.0+0900,novel-545264,2016-06-19T23:12:43.0+0900,novel02,8,bbem****,121.166.xxx.129,육칠자까,naver
384,일학님 감사합니다.^^ 저도 쭈욱 응원 ^0^,0,false,false,N,2016-06-20T19:34:19.0+0900,novel-414512,2016-06-20T12:13:43.0+0900,novel02,1,blue****,58.75.xxx.2,서슬푸른,novel
385,"서슬푸른님 항상 재밌게 읽고 있습니다.
앞으로도 좋은 글 기대하면서 응원하겠습니다.",0,false,false,Y,2016-06-20T12:13:45.0+0900,novel-414512,2016-06-19T11:15:59.0+0900,novel02,1,gibo****,223.62.xxx.147,,naver
386,보랭님 감사합니다. 그리고 항상 재미있게 보신다니 더 감격 ㅠㅠ 더 열심히 재미있는 글로 보답할게요. ㅎㅎ,0,false,false,Y,2016-06-16T17:05:02.0+0900,novel-414512,2016-06-15T20:29:15.0+0900,novel02,1,blue****,211.36.xxx.83,서슬푸른,novel
387,라온님 반갑습니다. 저도 미스터리 장르라고 단순히 사건만 나열하는 것에서 벗어나려고 많이 고민 중입니다. 그래서 일주일 분의 글이 좀 작아요. 그래도 라온님 같은 분이 계셔서 행복합니다. 앞으로도 잘 부탁드립니다.,0,false,false,Y,2016-06-16T17:05:04.0+0900,novel-414512,2016-06-15T20:28:24.0+0900,novel02,1,blue****,211.36.xxx.83,서슬푸른,novel
388,잘 읽고 가여~ 항상 재밌는 글 잘 보고 있습니다 :^),0,false,false,Y,2016-06-15T20:26:59.0+0900,novel-414512,2016-06-15T19:35:08.0+0900,novel02,2,bnb2****,223.62.xxx.119,보랭,naver
389,오크문님 반갑고 감사합니다. 글 남겨주시니 정말 큰 힘이 됩니다.^0^,0,false,false,N,2016-06-15T20:26:21.0+0900,novel-414512,2016-06-15T19:21:35.0+0900,novel02,1,blue****,58.75.xxx.2,서슬푸른,novel
390,이런 장르는 잘 안읽었는데 빠져들게 되네요.,0,false,false,Y,2016-06-15T20:29:22.0+0900,novel-414512,2016-06-15T19:21:15.0+0900,novel02,2,ysh_****,175.223.xxx.120,라온,naver
391,재미있게 보고 있습니다~,0,false,false,N,2016-06-15T20:26:23.0+0900,novel-414512,2016-06-15T18:58:07.0+0900,novel02,2,orcm****,222.122.xxx.231,오크문,naver
392,흠.... 뭔가 격변이군요. 그런데 별점은 여전히 ㅎㅎ 이제 별테러에 의미를 두지 않습니다만.... 뭐 그런 것이겠죠. 그래도 작품리뷰가 생긴 건 좋네요. 여기서 지속적이고 다양한 독자님들과의 의견 교류가 기대됩니다. 다음 주부터 시작될 7장 기대해 주세요. 뭐라도 한 줄 남겨 주시면 항상 감사한 서슬푸른 올림.^^,0,false,false,N,2016-07-10T13:08:34.0+0900,novel-414512,2016-06-10T01:28:40.0+0900,novel02,3,blue****,58.75.xxx.2,서슬푸른,novel
393,재밌다.,0,false,false,Y,2016-07-25T23:53:05.0+0900,novel-5533,2016-07-25T23:53:05.0+0900,novel02,0,zhsk****,220.124.xxx.250,,naver
394,오.. 화면이 바뀌다니. 그리고 리뷰에 글쓴이가 제일 먼저 글을 달다니... 왠지 구차하지만 멋진 일이다. ^^;;,0,false,false,Y,2016-06-10T04:18:17.0+0900,novel-218931,2016-06-10T04:18:17.0+0900,novel02,0,webs****,124.58.xxx.193,구라도사,novel
395,아 정식 출판됐나요? ㅠㅠ... 그 천사얘기 마지막으로 봤는데 싹다 없어졌네요,0,false,false,N,2016-07-10T17:23:24.0+0900,novel-13668,2016-07-10T17:23:24.0+0900,novel02,0,kmz5****,58.227.xxx.137,윌록월록,naver
396,작가님 오랜만에 들어왔는데 다 어디로 사라진건가요? 출판이면 좋겠지만. 공지라도 해주시지.,0,false,false,Y,2016-07-08T03:49:49.0+0900,novel-13668,2016-07-08T03:49:49.0+0900,novel02,0,qus9****,121.116.xxx.233,code,naver
397,"96회인가4회인가까지 있었는데 아껴읽구있었는데 어디로간건가요? ㅜㅜ 정식연재로바뀐건가요 뭐지 ㅜ . ㅜ
홈화면에 추가하기해놓고 보고있었는데 작가님 무슨말이라도 해주세요 기다리고있어요",0,false,false,Y,2016-07-01T22:47:20.0+0900,novel-13668,2016-07-01T22:47:20.0+0900,novel02,0,duda****,117.111.xxx.161,,naver
398,이거 쓰려고 로그인했네요 ㅠㅠ 정말 재미있게 잘 읽고 있었는데 갑자기 어디로 증발한 것인가요! 돌아와요 ㅠㅠ,0,false,false,N,2016-07-01T15:45:00.0+0900,novel-13668,2016-07-01T15:45:00.0+0900,novel02,0,jimi****,59.12.xxx.126,여왕벌,naver
399,오잉.. 어제 59회까지봤는데 왜 1화뿐이없는거죠..? ㅜㅜ,0,false,false,Y,2016-07-01T04:30:00.0+0900,novel-13668,2016-07-01T04:30:00.0+0900,novel02,0,duda****,117.111.xxx.161,,naver
400,러브라인 있음?,0,false,false,Y,2016-07-04T20:54:49.0+0900,novel-422031,2016-07-04T20:54:49.0+0900,novel02,0,kiju****,203.171.xxx.94,정윤호,naver
401,god gs   난이분작품이젤 마음에듬,0,false,false,Y,2016-07-09T23:39:15.0+0900,novel-422031,2016-07-03T14:38:45.0+0900,novel02,2,knk7****,58.225.xxx.100,krn,naver
402,GGS님 작품은 다 재밌다,0,false,false,Y,2016-07-09T23:39:16.0+0900,novel-422031,2016-06-12T23:10:56.0+0900,novel02,2,2015****,218.238.xxx.18,Sterben,naver
403,얼음의 최강의 악당의 히어로의 하렘의 보스의 소설의 소설,0,false,false,Y,2016-06-12T06:17:33.0+0900,novel-422031,2016-06-12T06:17:33.0+0900,novel02,0,bria****,1.235.xxx.120,벌컥벌컥,naver
404,"보통 라이트 노벨은 남주가 여주한테 끌려다니고, 찌질하고, 코드만 마구 꼽으면서 다니는. 그런 거잖아요? 저는 지금까지 이런 점이 마음에 들지 않았는데, 이 소설은 확실히 다릅니다. 남주가 싴흐도도를 씹어먹었고, 약간의 하렘끼가 없지 않지만 틀에 박힌 식이 아니라 감동적이고 또 개인적으로 굉장히 마음에 드는 전개 방식이에요. 다루는 주제도 신선하고. 또 그러면서 아주 먼치킨은 아니지만, 어쨌든 능력도 좋고 머리도 좋고 인맥도 좋은 만능 남주! :) ( 남주와 사랑에 빠짐 )",0,false,false,Y,2016-07-03T19:21:08.0+0900,novel-422031,2016-06-12T01:12:12.0+0900,novel02,5,miki****,121.166.xxx.139,시오투,naver
405,리뷰... 우선 스토리가 통일성이 있어서 산으로 가지 않는 소설입니다. 히어로와 악당의 구도를 단순히 정의와 악이 아닌 악과 악 같은 느낌이라 식상한 소재는 아니라고 생각합니다. 전개는 빠르진 않으므로 답답하실 수도 있다고 생각합니다. 프로의 소설과 비교하면 조금 떨어지겠지만 다듬기 전 원석이라고 생각하면 꽤 재밌는 소설이라 생각합니다. 전투신이 특히 집중이 잘 되므로 액션신에서는 프로와 비슷하다고 생각합니다. 연재는 불규칙하지만 기다리는 보람 있는 소설! 이 제 총평이 되겠습니다,0,false,false,Y,2016-07-03T19:21:11.0+0900,novel-422031,2016-06-12T00:38:58.0+0900,novel02,3,tcv6****,121.132.xxx.19,모와와,naver
406,흠..말이필요없는소설이지..,0,false,false,Y,2016-07-09T23:39:20.0+0900,novel-422031,2016-06-12T00:05:11.0+0900,novel02,3,knk7****,58.225.xxx.100,krn,naver
407,몇 번이고 말씀드리지만 등수놀이는 자제해주세요.,0,false,false,Y,2016-07-03T19:21:18.0+0900,novel-422031,2016-06-11T23:33:33.0+0900,novel02,2,moky****,119.67.xxx.109,GGS,novel
408,그럼 난 2등 먹음,2,false,false,Y,2016-07-09T23:39:26.0+0900,novel-422031,2016-06-11T23:28:53.0+0900,novel02,0,jonh****,220.73.xxx.174,Crow,naver
409,정말재밋네요이런내용을원햇는데감사합니다,0,false,false,Y,2016-06-23T22:09:37.0+0900,novel-549819,2016-06-23T22:09:37.0+0900,novel02,0,dksw****,182.209.xxx.184,하치만,naver
410,"재밌습니다
주인공이 부러워서 죽이고 싶긴 하지만
재밌습니다",0,false,false,Y,2016-07-21T23:51:47.0+0900,novel-549819,2016-06-20T22:09:03.0+0900,novel02,0,eric****,219.254.xxx.10,에릭,naver
411,오 지금까지 몰랐다니....감사합니다!,0,false,false,Y,2016-07-28T01:00:32.0+0900,novel-529288,2016-07-28T01:00:32.0+0900,novel02,0,knig****,221.145.xxx.254,숨어사는 사람,novel
412,작품 소개에 돌온이라 되어있는데 돌아온 쓰실려고 하신거 같은데 오타나신듯 합니다.,0,false,false,Y,2016-07-27T21:51:33.0+0900,novel-529288,2016-07-27T21:51:33.0+0900,novel02,0,fbrh****,1.253.xxx.111,바다사나이,naver
413,제목이 천사와악만데 천사비중은 꿔다놓은보릿자루.....,0,false,false,Y,2016-07-17T13:53:42.0+0900,novel-379037,2016-07-17T13:53:42.0+0900,novel02,0,rlaa****,211.211.xxx.207,,naver
414,요근래 본 웹소설중 가장 재밌네요. 장르를 아직까지 모르겠어요...,1,false,false,Y,2016-07-23T17:42:32.0+0900,novel-554716,2016-07-05T18:54:02.0+0900,novel02,1,chan****,223.62.xxx.37,,naver
415,"우연히 돌아보다가 봤는데 상당히 재밌네요.

다음회 연재가 기다려지는군요.",1,false,false,Y,2016-07-23T17:42:28.0+0900,novel-554716,2016-07-01T13:38:37.0+0900,novel02,1,adid****,175.223.xxx.17,아디다실버,naver
416,"반드시 보셔야 합니다
정말 재미있으니까요
안보시면 후회하심",0,false,false,Y,2016-06-28T01:06:53.0+0900,novel-521793,2016-06-21T21:18:27.0+0900,novel02,1,eric****,219.254.xxx.10,에릭,naver
417,"아직 이 소설을 다는 못 읽어봤지만 나름대로 괜찮네요. 주인공의 인생이 어떨게 될지 궁금하네요. 꼭 보시길 바랍니다.
+)
어떤 장면은 초등학생들이 보기엔 좀 그런 장면이 있으므로 주의",0,false,false,Y,2016-06-29T02:39:00.0+0900,novel-377527,2016-06-29T02:39:00.0+0900,novel02,0,anto****,188.97.xxx.227,엽이아빠,naver
418,"제가 첫 리뷰인가요...!
최하급마물은 진짜 꼭 봐야하는 명작입니다!!!",0,false,false,N,2016-06-25T01:56:00.0+0900,novel-377527,2016-06-10T17:48:18.0+0900,novel02,1,ka08****,122.36.xxx.151,Saten Ruiko,naver
419,표지를 바꿔야하는데... 사람을 구하기가 너무 힘들다... ㅠ,2,false,false,N,2016-07-25T22:19:35.0+0900,novel-532843,2016-07-17T01:48:22.0+0900,novel02,0,dnwl****,218.153.xxx.61,BotherZ,novel
420,오타는 노력하고 있습니다만 어렵네요 ㅠㅠ 그리고 마침표와 쉼표는 개인적으로 안 쓰는걸 좋아하고 저만의 글이라고 생각하면서 하고 있지만... 거슬리신다면... 생각해보겠습니다!,2,false,false,N,2016-07-25T22:19:37.0+0900,novel-532843,2016-07-15T02:51:53.0+0900,novel02,0,dnwl****,218.153.xxx.61,BotherZ,novel
421,"어색하다기 보다는 가끔씩 보이는 오타가 좀 거슬리는...
그리고 온점을 안 찍는 게 개인적으로는 좀 거슬리네요(...)",0,false,false,N,2016-07-25T22:19:39.0+0900,novel-532843,2016-07-15T00:17:37.0+0900,novel02,2,xodm****,122.45.xxx.125,불행시티,naver
422,문법의 어느 부분이 많이 어색한가요??,2,false,false,N,2016-07-25T22:19:41.0+0900,novel-532843,2016-07-13T01:23:19.0+0900,novel02,0,dnwl****,218.153.xxx.61,BotherZ,novel
423,문법이 쿨럭쿨럭 쿨럭컥컥쿨럭,0,false,false,N,2016-07-25T22:19:43.0+0900,novel-532843,2016-07-13T00:01:04.0+0900,novel02,2,xodm****,122.45.xxx.125,불행시티,naver
424,최대한 답글을 많이 쓸테니 다같이 얘기해봅시다! 그리고 제 아래에 있는 쩝이라는 닉네임의 아이디는 제 친구가 쓴겁니다 ㅋㅋㅋㅋ,2,false,false,N,2016-07-25T22:19:45.0+0900,novel-532843,2016-07-12T11:10:32.0+0900,novel02,0,dnwl****,218.153.xxx.61,BotherZ,novel
425,흠...,2,false,false,N,2016-07-13T16:50:33.0+0900,novel-532843,2016-07-05T18:50:29.0+0900,novel02,1,jyj1****,121.64.xxx.67,쩝,naver
426,오 이런 기능도 생겼군요! ㅎㅎㅎㅎ,3,false,false,N,2016-07-06T01:00:03.0+0900,novel-532843,2016-06-13T11:19:58.0+0900,novel02,0,dnwl****,218.153.xxx.61,BotherZ,novel
427,성빈이엔딩도넣어주세요!!!!!!!,0,false,false,Y,2016-07-20T18:26:37.0+0900,novel-176274,2016-07-20T18:26:37.0+0900,novel02,0,rlaa****,211.211.xxx.207,,naver
428,책으로 발매했더라면 신간이 나올때마다 빠짐없이 샀을정도의 재미있는 작품이다. 솔직히 내가 본 네이버웹소설 중에서는 가장 재미있는것 같다. 베스트리그 그 이상에 있어야 할듯한 작품,0,false,false,Y,2016-07-27T23:57:41.0+0900,novel-272689,2016-06-28T15:12:42.0+0900,novel02,1,x036****,121.132.xxx.145,흠흠,naver
429,"이 작품은 2차원의 문자로도, 3차원의 말과 몸짓으로도 어찌 다 표현 할 수 없는 최고의 작품이다. 이 작품의 필자인 멍탱은 가히 한국 아마추어 라이트노벨계의 엘즈헤븐 이라고 할만하다. 아니, 그 이상일 수도 있다.",0,false,false,Y,2016-07-01T23:02:13.0+0900,novel-272689,2016-06-14T17:57:33.0+0900,novel02,2,jung****,124.53.xxx.177,단풍잎,naver
430,나는 가장 완벽한 작품을 보았지만 그 완벽함을 표현하기에 여백이 너무나도 부족하다.,0,false,false,Y,2016-07-17T15:52:08.0+0900,novel-272689,2016-06-13T18:25:39.0+0900,novel02,2,quue****,118.39.xxx.81,2학년F반힛키,naver
431,"입선하시기 전에 어느정도 거부감이 들지도 모릅니다.  그래서 이 리뷰글을 읽으로 왔을테니까요. 
이 작품의 초반 부분에서는 작가의 실수가 많이 언급되는 맞춤법이 제일 거슬릴것입니다. 그래서 어느정도 질려서 읽는 것과 불쾌한 감정이 들지도 모릅니다. 
하지만. 이건 말할 수 있겠습니다. 읽기 시작한다면 이 소설의 독특하면서도 읽는 이가 즐거울만한 소재와 독자가 원하는 전개방식을 펼치는 이 작가의 매력에 푹 빠지게 될것입니다.
현대판 먼 치킨이면서 외견은 소년, 내면은 할아버지인 주인공의 이야기에 시간을 투자하여 읽어보셔도 후회는 없을 것 입니다.",0,false,false,Y,2016-07-30T12:18:17.0+0900,novel-485257,2016-07-15T10:51:17.0+0900,novel02,1,fose****,223.33.xxx.11,장생,naver
432,"오타가 다른 작품보다 많이있지만 다른작품보다
재미있네요",0,false,false,Y,2016-07-06T19:59:30.0+0900,novel-485257,2016-07-06T19:59:30.0+0900,novel02,0,sah1****,61.253.xxx.177,,naver
433,신선하고 좋아요~^^,0,false,false,N,2016-06-16T01:08:24.0+0900,novel-485257,2016-06-16T01:08:24.0+0900,novel02,0,qwea****,202.179.xxx.22,연이,naver
434,"무한 컨티뉴의 능력을 줘!
=리제로
악몽의 시작",0,false,false,Y,2016-07-28T12:36:42.0+0900,novel-537157,2016-07-28T12:36:42.0+0900,novel02,0,jw49****,182.224.xxx.168,매어,naver
435,"판타지 이세계물에서 먼치킨적 능력이 없는, 무쌍을 못 찍는 그런 주인공이 있는! 매우 희귀한! 근데... 솔직히 이고깽은 질린다고요.
개인적으론 도그파이트가 재밌는데.. 사람들은 이고깽만 찾고 말이야...
아무튼 저는 좋습니다.",0,false,false,Y,2016-07-08T18:40:55.0+0900,novel-537157,2016-07-07T19:04:27.0+0900,novel02,3,gh_y****,223.62.xxx.35,Gc,naver
436,여러 가지 개연성이 부족한 부분이 몇몇 눈에 띄기는 합니다. 하지만 독특한 개성을 가진 캐릭터들이 펼쳐 나가는 일상과 비일상이 적당히 버무려진 라이트노벨이라 장르답게 언제나 가볍게 톡톡 읽을 수 있다는 점이 좋습니다. 스수기 님께 남은 과제는 일상과 비일상을 오갈 때의 '패턴'을 변칙적으로 만드는 것과 자칫 지루하거나 루즈하게 느껴질 수 있는 평범한 일상 이야기를 어떤 식으로 맛을 살릴지 정도가 되겠네요. 응원하고 있습니다! 완결까지 쭉 건필하시기 바랍니다~!,0,false,false,N,2016-06-23T21:39:59.0+0900,novel-471473,2016-06-21T16:57:11.0+0900,novel02,1,dest****,206.125.xxx.130,라인트,naver
437,브라콤력 가득한 누나 리비아와! 요조숙녀로 보이지만 속은 코스프레 마니아인 세르에~그런 누나들 틈 속에서 하루라도 편안한날이 없는 주인공 마성군의 일상이 늘 색다르고 재밌습니다! 또한 각기다른 캐릭터들!  특히나 가장 마음에 드는건 작가님이 아마추어라고 말씀하시는것에도 불구하고 열정을 가지며 작품에 임하는 모습이 독자로써 너무 보기좋아요. 몸관리도 철저히 아시죠? 사랑해요 작가님☆ 완결까지 힘내요!!,0,false,false,N,2016-06-21T16:57:20.0+0900,novel-471473,2016-06-14T04:45:45.0+0900,novel02,2,yoos****,122.47.xxx.176,뚜벅이,naver
438,전개가 느리다기 보단 작가가 글러먹은 놈이라 연재가 느린것이지요....ㅠ,0,false,false,N,2016-07-22T17:42:22.0+0900,novel-401844,2016-07-22T17:42:22.0+0900,novel02,0,seri****,1.211.xxx.19,세라믹,novel
439,"리뷰... 초능력물 중 먼치킨물에 들어갑니다. 딱히 정의와 악...같은 구도는 없고, 주인공을 중심시점으로 주변에서 멋대로 벌이는 사건사고에 주인공이 휘말리는 식의 스토리네요. 재미포인트라면 주인공의 설정이라고 할까요. 밝혀지지 않은 설정들을 상상하는 재미가 있습니다. 단, 답답하게 질질 끈다고도 생각할 수 있으므로 전개가 느린 것과 답답한 게 싫으신 분은 읽기 힘들 수도 있습니다. 총평은, 기다리는재미는 있지만 전개가 느리므로 몰아읽고 싶다, 입니다",0,false,false,Y,2016-07-17T15:53:46.0+0900,novel-401844,2016-06-12T00:51:24.0+0900,novel02,2,tcv6****,121.132.xxx.19,모와와,naver
440,라믹사마를 찬양하세나 동지들이여..!,0,false,false,N,2016-06-30T16:38:34.0+0900,novel-401844,2016-06-09T20:23:02.0+0900,novel02,2,wsle****,58.29.xxx.134,기계의기교,naver
441,"단 두마디로 이 작품을 설명해 보겠다. ""일해라 작가야""",0,false,false,Y,2016-07-17T15:53:21.0+0900,novel-379168,2016-07-17T15:53:21.0+0900,novel02,0,jung****,124.53.xxx.177,단풍잎,naver
442,"연재주기가 심하게 불규칙적인 소설. 그렇지만, 요즘 작가가 다시 쓰려는 마음이 생긴것 같으니 기대해보자. 작품이 재미는 있다.",0,false,false,N,2016-06-18T02:24:43.0+0900,novel-379168,2016-06-18T02:24:43.0+0900,novel02,0,cong****,116.127.xxx.116,학생,naver
443,모와와// 성의 있는 감상평 감사합니다.,0,false,false,Y,2016-06-13T15:59:29.0+0900,novel-511689,2016-06-13T15:59:29.0+0900,novel02,0,zion****,14.37.xxx.191,바일레노,novel
444,"리뷰... 소재는 이세계 먼치킨물로, 라노베에선 상당히 왕도로 통하는 소재라 처음 읽을 때는 식상하다, 혹은 표절 아냐 라고 하시는 분도 많았습니다. 하지만 소설 전개에서 라노베에선 잘 가지 않는 부류의 스토리라인을 타면서 앞으로의 전개를 쉬이 읽을 수 없는 소설이기도 합니다. 동시에 역시 흔치않는 부류의 스토리라인이기에 개인의 호불호에 따라 거북할 수도 있습니다. 전체적으로 탄탄한 전개는 아니고 밝은 분위기의 소설도 아니므로 가볍게 읽기에는 조금 무리가 있다고 생각합니다. 개인적인 총평은, 연재를 기다리는 보람이 있고, 다음 전개가 기대된다, 입니다.",0,false,false,Y,2016-06-21T22:17:11.0+0900,novel-511689,2016-06-12T01:11:28.0+0900,novel02,3,tcv6****,121.132.xxx.19,모와와,naver
445,"여기서 이 소설은 시점에 의한 사람의'이미지'에 관한 약간의 서술트릭이 있지만, 그걸 부숴나가는게 주요 내용입니다. 특히 두 주인공과 관련된 것들이 대부분이죠. 1인칭 주인공 시점이라는것을 이용해서 일단 주인공 자체의 이미지을 고착화 시킵니다. 그리고 그 이미지를 부셔 나가는건 주로 히로인과 상대 주인공이죠.",0,false,false,N,2016-06-18T01:18:38.0+0900,novel-398000,2016-06-18T01:18:38.0+0900,novel02,0,cong****,116.127.xxx.116,학생,naver
